target_id	length	eff_length	est_counts	tpm
transcript-nad2	161	13.7967	3	8.78195
transcript-cox1	1576	1285.2	40	1.257
transcript-rps2	711	420.966	5	0.479696
transcript-petB	6	3	0	0
transcript-ndhB-2	777	486.716	0	0
transcript-rpl36	114	44.6364	0	0
transcript-rpoC1	2049	1758.2	13	0.298621
transcript-petE	114	44.6364	0	0
transcript-ndhB	777	486.716	0	0
transcript-psbA	1062	771.195	1	0.0523696
transcript-psbC	1422	1131.2	6	0.214219
transcript-rps11	432	157.016	0	0
transcript-rps18	492	208.774	0	0
transcript-rps7-2	471	189.95	0.5	0.10631
transcript-ndhD	1503	1212.2	8	0.266539
transcript-psaC	246	41.1225	0	0
transcript-atpA	1524	1233.2	22	0.720501
transcript-psbN	132	51.5893	0	0
transcript-ndhE	306	68.7031	0	0
transcript-rpl22	450	171.89	0	0
transcript-rpl20	360	102.191	0	0
transcript-rps15-2	273	51.9673	0	0
transcript-rps8	411	140.123	2	0.576451
transcript-rpl23-2	282	56.1986	1	0.718651
transcript-psbM	105	45.8571	0	0
transcript-psbD	1062	771.195	0	0
transcript-rps15	273	51.9673	0	0
transcript-psbL	117	45.6304	0	0
transcript-ndhG	531	244.789	4	0.65995
transcript-atpI	744	453.794	1	0.0889989
transcript-psbI	111	45.9	1	0.879895
transcript-psaA	2253	1962.2	6	0.123496
transcript-rps12	114	44.6364	1	0.904804
transcript-psbH	222	32.5095	1	1.24232
transcript-petD	8	2.66667	0	0
transcript-rps19	282	56.1986	1	0.718651
transcript-rpoB	3228	2937.2	7	0.0962518
transcript-psbE	252	43.2899	0	0
transcript-rpoC2	4542	4251.2	18	0.171004
transcript-rpoA	1014	723.195	2	0.111691
transcript-infA	324	79.0052	2	1.02239
transcript-rpl23	282	56.1986	1	0.718651
transcript-rp12	391	124.705	0	0
transcript-3-prime-rps12	232	36.0879	1	1.11913
transcript-psaB	2205	1914.2	3	0.0632963
transcript-ndhF	2205	1914.2	4	0.0843951
transcript-rpl14	372	110.585	1	0.365213
transcript-rpl16	9	3.66667	0	0
transcript-atpF	145	36.3398	3	3.33413
transcript-rps14	312	72.2108	0	0
transcript-ndhA	550	262.719	3	0.461183
transcript-psbB	1527	1236.2	0	0
transcript-psbK	186	20.8808	1	1.93418
transcript-atpH	246	41.1225	2	1.96424
transcript-petA	963	672.265	1	0.0600763
transcript-rps7	471	189.95	0.5	0.10631
transcript-rps3	720	429.839	1	0.0939589
transcript-psbF	120	45.7755	0	0
transcript-rpl2	391	124.705	0	0
transcript-rps16	40	21.6364	0	0
transcript-nad6	618	328.862	8	0.98247
transcript-orf490	1473	1182.2	0	0
transcript-orf224	675	385.102	3.16421	0.331843
transcript-rps13	351	96.09	8	3.36245
transcript-rpl2-2	840	549.563	5	0.367448
transcript-orf165	498	214.201	4	0.754191
transcript-atp9	225	33.4856	79	95.2823
transcript-rps7-3	447	169.353	2	0.476957
transcript-cox2	388	122.462	11	3.62773
transcript-orf181	546	258.956	0	0
transcript-atp1	1530	1239.2	62	2.02067
transcript-nad9	573	284.861	20	2.83557
transcript-orfB	468	187.363	7.83579	1.68905
transcript-atp6	1005	714.195	7	0.395845
transcript-rps1	519	233.486	1	0.172975
transcript-nad3	468	187.363	8	1.72445
transcript-orf161	486	203.39	2	0.39714
transcript-ccmB	621	331.829	4	0.486843
transcript-nad4L	303	67.0261	2	1.20512
transcript-nad4	461	181.339	1	0.222717
transcript-orf258	777	486.716	0	0
transcript-orf173	522	236.302	42	7.17835
transcript-orf152b	459	179.604	0	0
transcript-orf288	867	576.469	0	0
transcript-orfX	810	519.599	6	0.466366
transcript-orf153	462	182.193	0	0
transcript-rps4	1059	768.195	2	0.105148
transcript-orf176	531	244.789	0	0
transcript-rps19-2	282	56.1986	1	0.718651
transcript-ccmFc	749	458.779	5	0.440159
transcript-cox3	843	552.563	5	0.365453
transcript-ccmFn	1785	1494.2	3	0.0810882
transcript-orf160	483	200.661	2	0.402541
transcript-orf183	552	264.657	3	0.457807
transcript-nad1	386	120.968	5	1.66933
transcript-ccmC	723	432.839	4	0.373231
transcript-rpl5	567	279.098	20	2.89412
transcript-orf194	585	296.5	1	0.136213
transcript-orf25	594	305.308	6	0.793701
transcript-orf241	726	435.839	6	0.555992
transcript-cob	1194	903.195	7	0.313011
